Size;Mean;Anomaly;Deviation;Entropy
22;4.40909090909091;0.776312688313462;0.590326052690247;1.21974849346076
21;2.85714285714286;0.97514074371874;0.654653670707977;1.37878349348618
25;3.56;0.572611492342418;0.768114574786861;1.37056443290323
11;4.27272727272727;0.677993294460118;1.00904995821903;1.61718957259272
8;3.875;0.647819429319496;0.83452296039628;1.56127812445913
9;3.88888888888889;0.802060372836125;1.26929551764398;1.7527152789797
55;4.10909090909091;0.74587405022408;0.895931695328167;1.71527772031736
13;3;0.599232594679437;0.816496580927726;1.48852529489775
18;3.33333333333333;0.745096143102526;0.90748521297303;1.81634011385341
12;3.75;0.663762881047222;0.866025403784439;1.5
13;4.15384615384615;0.751383951775623;0.987096233585649;1.73814933319287
5;4.8;0.899452874513135;0.447213595499958;0.721928094887362
8;3;1.01243335560019;0.755928946018454;1.5
5;2.8;0.695582329317269;1.78885438199983;1.92192809488736
9;3.66666666666667;0.441345296113264;0.5;0.91829583405449
13;4.30769230769231;1.14863883074054;1.25064086135971;1.35203010175795
8;4.125;0.523957750287537;0.640869944461656;1.2987949406954
10;4;0.786219209182517;0.942809041582063;1.52192809488736
43;3.67441860465116;0.889899451350716;1.20950462572312;2.07001555134399
13;4.61538461538461;0.494456486533622;0.650443635587991;1.14011567851461
12;3.5;0.544306198802442;0.674199862463242;1.28067212952089
18;3.5;0.42736340570694;0.618346942400842;1.23266025681582
29;3.37931034482759;0.737144618338967;1.17758205972627;2.09545913518086
7;4.28571428571429;0.363933283465303;0.487950036474267;0.863120568566631
7;4.28571428571429;0.527843695617782;0.487950036474267;0.863120568566631
39;3.53846153846154;0.639618968426438;0.969160077108384;1.82866519544857
7;3.28571428571429;0.654768051165017;0.487950036474267;0.863120568566631
12;3.58333333333333;0.639956635442747;0.996204919895622;1.88791850267113
24;3.83333333333333;0.556514573167354;0.761386987626881;1.60098369488111
6;4.5;0.781960909913265;0.836660026534076;1.25162916738782
14;3.35714285714286;0.838455851121885;1.08181776206978;1.92417435230044
13;4.46153846153846;0.395587499029774;0.518874521662771;0.995727452084926
9;4;0.418164034802448;0.707106781186548;1.43552050428267
8;4;0;0;0
32;3.15625;0.613305241659795;0.723315618434282;1.44093280210134
8;4.5;0.803618935458148;1.0690449676497;1.06127812445913
31;3.90322580645161;0.43814523681863;0.472922735738614;0.965527262266083
9;3.88888888888889;0.634287900641676;0.781735959970572;0.986426728730842
74;3.60810810810811;0.421128094640734;0.718017963822434;1.53194654452522
9;3.55555555555556;0.717151094932001;0.726483157256779;1.35164411515339
7;3.42857142857143;0.533829786146773;0.786795792469443;1.37878349348618
125;3.928;0.525559384529928;0.709111211078643;1.52732032016035
8;2.75;1.16148774713656;1.03509833901353;1.90563906222957
5;3.8;0.629780223906618;0.836660026534076;1.52192809488736
