1	695	4
1	1567	4
1	2207	4
1	3468	4
1	6903	5
1	7496	5
1	7925	5
1	8047	5
1	8694	5
1	9380	5
1	10611	4
1	11814	4
1	12601	5
1	12952	4
1	13484	4
1	13699	5
1	14324	5
1	15782	4
1	15918	3
1	16285	5
1	16344	4
1	16649	4
2	50	3
2	887	3
2	1023	3
2	1311	2
2	3588	3
2	5333	3
2	5852	3
2	6265	3
2	6995	3
2	7445	2
2	8466	4
2	10104	3
2	10711	3
2	11067	4
2	12283	2
2	12816	2
2	13043	3
2	13604	3
2	13864	2
2	14319	4
2	16878	2
3	561	4
3	3075	1
3	3267	4
3	3304	4
3	4022	4
3	4135	4
3	5399	4
3	6748	3
3	6752	3
3	7511	3
3	7829	4
3	7831	3
3	7988	4
3	9193	3
3	10171	4
3	10659	3
3	11102	4
3	12564	3
3	12958	3
3	13353	4
3	14294	5
3	15600	3
3	15625	4
3	17354	4
3	17692	4
4	1651	5
4	1924	3
4	2739	5
4	5182	5
4	6026	4
4	6076	2
4	7791	5
4	8515	5
4	10107	5
4	15066	4
4	15490	4
5	2633	3
5	6418	3
5	12141	4
5	13058	3
5	13569	5
5	13691	5
5	14912	4
5	14938	4
6	499	5
6	3878	4
6	4558	4
6	5776	4
6	6452	5
6	11789	3
6	12827	4
6	13851	1
6	15046	5
7	221	4
7	562	3
7	1117	4
7	1632	5
7	1822	4
7	1923	4
7	2583	5
7	3304	5
7	3390	3
7	3665	4
7	4508	3
7	4605	5
7	4834	5
7	5111	2
7	5503	3
7	5511	5
7	5622	3
7	5695	5
7	6122	3
7	6253	4
7	6466	3
7	6609	4
7	6752	3
7	8011	3
7	8352	4
7	8510	4
7	8724	2
7	8932	5
7	9193	5
7	9482	5
7	9657	4
7	9744	4
7	10018	4
7	10125	3
7	10479	5
7	10741	4
7	10944	4
7	11011	3
7	11528	5
7	11643	5
7	12060	5
7	12208	5
7	12300	5
7	12804	5
7	13079	4
7	13488	3
7	13795	3
7	14254	5
7	14586	5
7	14804	4
7	15242	5
7	15756	5
7	15833	5
7	16271	4
7	16306	5
8	535	3
8	3989	3
8	5255	4
8	5719	3
8	7186	3
8	7707	4
8	7809	3
8	9324	2
8	11439	3
8	11729	1
8	11918	3
8	13774	4
8	16918	3
9	276	3
9	1885	4
9	3264	3
9	3815	4
9	4189	4
9	4355	3
9	5166	3
9	6785	2
9	8619	4
9	10185	2
9	11757	5
9	12664	3
9	13427	2
9	14707	5
9	14737	3
9	15804	3
9	16387	3
9	16691	4
10	2074	5
10	2674	5
10	4827	3
10	5076	5
10	5526	3
10	6023	4
10	8343	3
10	10516	4
10	12252	3
10	16159	3
10	16544	4
10	16655	3
11	893	5
11	1117	4
11	1353	2
11	3304	3
11	8156	3
11	9648	4
11	12079	5
11	12130	4
11	13277	5
11	14541	5
11	15075	5
11	15756	5
11	16246	4
12	2320	5
12	2708	4
12	7246	5
12	11750	5
12	17338	5
13	499	4
13	2984	3
13	3665	3
13	4558	3
13	4998	4
13	6253	2
13	7841	3
13	17155	2
14	1883	4
14	2841	1
14	12707	1
14	14564	5
14	15839	3
15	5340	3
15	6550	4
15	7462	3
15	8487	4
15	10628	3
15	11585	4
15	13266	4
15	16003	4
15	16730	4
16	2708	4
16	3577	5
16	6168	1
16	6575	5
16	10826	5
16	10996	3
16	12620	5
16	12980	5
16	13743	3
16	14114	5
16	14716	5
16	17283	5
16	17307	5
17	2715	4
17	3375	4
17	5287	4
17	5449	4
17	6079	5
17	9353	5
17	11498	4
17	17569	3
18	2816	5
18	4754	3
18	4784	3
18	8358	3
18	10379	5
18	12958	5
18	14042	4
18	14303	5
18	14736	3
18	15964	4
19	377	2
19	499	5
19	761	3
19	825	5
19	2270	3
19	2303	3
19	2350	3
19	2374	4
19	2593	5
19	2698	4
19	2800	3
19	2938	3
19	3251	3
19	3467	1
19	3742	5
19	4554	5
19	4777	5
19	5276	5
19	6314	2
19	7707	5
19	9366	5
19	9600	4
19	9879	5
19	10474	1
19	10480	3
19	10502	3
19	10822	4
19	11696	4
19	12247	2
19	12664	5
19	12682	2
19	12720	4
19	12724	5
19	12958	5
19	13199	5
19	14386	3
19	14816	4
19	15417	5
19	16128	4
19	16435	3
19	17041	3
19	17515	3
19	17687	2
20	1117	5
20	1228	3
20	1809	5
20	1856	5
20	3445	5
20	5514	5
20	7130	5
20	8836	5
20	11954	5
20	12080	4
20	12718	5
20	14154	4
20	14597	4
21	1619	3
21	2017	3
21	5931	4
21	6089	3
21	6356	3
21	7330	3
21	8424	4
21	9774	3
21	12442	3
21	13239	4
21	15535	4
21	15918	5
22	491	4
22	957	3
22	2487	3
22	2633	3
22	3406	3
22	3530	4
22	3950	4
22	5641	3
22	6430	4
22	7140	3
22	8737	5
22	9859	3
22	11241	4
22	11295	4
22	11409	3
22	11557	4
22	11993	3
22	14861	3
23	350	3
23	452	2
23	522	1
23	1100	4
23	1209	1
23	1340	3
23	1567	3
23	1853	2
23	7221	5
23	8462	3
23	8827	3
23	8971	4
23	9707	4
23	9918	4
23	10052	4
23	10734	5
23	11217	3
23	11343	4
23	11766	4
23	11994	3
23	12757	5
23	13230	4
23	13422	3
23	15259	1
23	15962	3
23	16261	3
23	16990	4
23	17081	5
23	17587	5
24	6583	4
24	6965	4
24	9219	4
24	12958	5
24	14455	4
24	15043	4
24	17500	5
25	3521	4
25	5308	4
25	5333	5
25	5546	4
25	10716	5
25	11413	4
25	12256	4
26	197	5
26	830	4
26	1020	3
26	1379	4
26	2829	3
26	3150	3
26	3284	3
26	3290	5
26	3817	5
26	4474	3
26	5473	1
26	6252	4
26	6517	3
26	6605	4
26	6980	4
26	7841	5
26	8122	2
26	8171	4
26	8343	3
26	9353	5
26	9531	3
26	9819	5
26	10021	4
26	10066	3
26	10117	3
26	12029	3
26	12081	4
26	12761	4
26	12804	3
26	13740	4
26	14158	3
26	14620	4
26	14841	4
26	15404	3
26	15913	1
26	16002	3
26	16248	3
26	17354	4
26	17480	4
27	2533	4
27	6258	3
27	11429	4
27	11430	3
27	12620	3
27	16218	3
27	16899	3
28	171	4
28	1203	3
28	1984	3
28	2023	5
28	3304	4
28	3870	2
28	6185	2
28	10416	4
28	12392	4
28	15225	4
28	16211	5
28	16241	3
29	687	5
29	1945	4
29	2560	4
29	3103	3
29	3304	3
29	4369	4
29	5153	3
29	5378	4
29	5846	5
29	5848	2
29	6124	4
29	6743	3
29	7417	4
29	7497	4
29	8208	4
29	10762	3
29	12855	5
29	13528	3
29	14049	4
29	15539	5
29	15643	4
29	16090	4
29	17161	4
29	17206	4
30	2475	5
30	2560	5
30	3304	5
30	8358	3
30	12033	5
30	14723	4
31	149	4
31	280	4
31	3154	4
31	3203	4
31	4259	3
31	4471	5
31	6358	2
31	7497	2
31	8706	2
31	13349	2
31	14572	3
31	14890	4
31	17123	3
31	17562	5
32	1117	5
32	1290	4
32	4558	5
32	4687	5
32	5587	4
32	6657	5
32	6730	5
32	8275	4
32	9328	5
32	12059	4
32	12110	4
32	14586	4
32	15624	4
33	295	4
33	1730	4
33	3890	4
33	4840	5
33	6168	4
33	6798	3
33	8991	3
33	9541	4
33	12858	5
34	758	4
34	2565	4
34	3813	4
34	5277	4
34	7807	4
34	14249	4
34	14703	4
34	15673	4
35	28	3
35	594	3
35	916	4
35	1958	4
35	2320	5
35	2335	3
35	2583	4
35	2613	3
35	2674	3
35	3304	3
35	3359	2
35	4386	3
35	4551	3
35	4689	3
35	5137	4
35	5368	3
35	6996	1
35	8100	3
35	8358	3
35	8450	3
35	8567	2
35	9192	4
35	9257	3
35	9259	4
35	9440	3
35	12208	3
35	13451	3
35	13557	3
35	14964	3
35	14988	3
35	17354	3
35	17623	4
36	50	4
36	2320	5
36	2767	5
36	4508	5
36	4754	5
36	7117	2
36	8358	5
36	16144	5
37	571	4
37	854	4
37	1023	4
37	1076	4
37	1899	4
37	2191	4
37	3613	4
37	3741	3
37	4182	3
37	4235	4
37	6155	4
37	6367	4
37	7079	3
37	7171	5
37	7308	4
37	7682	4
37	7867	4
37	8510	4
37	9522	5
37	9611	4
37	10896	4
37	11007	3
37	12061	4
37	12089	4
37	12788	3
37	14006	4
37	14170	4
37	14389	4
37	14905	4
37	14996	4
37	15218	4
38	872	4
38	1040	4
38	2352	4
38	8336	4
38	13255	4
38	13557	2
38	13795	4
38	16901	4
38	17245	5
39	341	5
39	509	4
39	1527	4
39	1899	4
39	1959	3
39	2013	3
39	2029	4
39	2271	2
39	2371	3
39	2380	4
39	2560	4
39	2717	4
39	2922	3
39	3018	4
39	3312	4
39	3662	3
39	3691	4
39	3703	4
39	4102	3
39	5221	4
39	5259	2
39	5686	4
39	5799	4
39	5937	4
39	5953	4
39	6054	4
39	6151	3
39	6269	4
39	6307	2
39	6694	4
39	6698	3
39	6793	4
39	7048	3
39	7253	3
39	7684	4
39	7776	3
39	7966	4
39	8186	3
39	8393	3
39	8908	4
39	9217	3
39	9454	3
39	9749	4
39	9801	5
39	10292	3
39	10481	3
39	11290	4
39	11398	4
39	11684	4
39	11698	5
39	11830	3
39	12402	2
39	12817	5
39	12890	3
39	13759	3
39	14086	3
39	14724	4
39	14920	4
39	15262	4
39	15610	4
39	15666	4
39	15918	5
39	16345	4
39	16530	4
39	16699	3
39	16720	2
39	16724	4
39	16800	4
39	16875	4
39	16930	3
39	17037	4
39	17453	4
39	17540	4
39	17657	3
40	1100	3
40	6065	5
40	7582	3
40	7806	3
40	7983	4
40	11521	3
40	12033	4
40	14428	4
40	17658	3
41	1275	4
41	1809	4
41	4632	2
41	8040	4
41	9193	3
41	9616	3
41	15242	4
42	50	5
42	193	4
42	251	3
42	280	5
42	329	5
42	342	3
42	469	5
42	562	4
42	716	3
42	958	4
42	1064	4
42	1188	3
42	1189	4
42	1244	5
42	1341	5
42	1550	3
42	1824	4
42	1937	4
42	2029	3
42	2091	3
42	2131	3
42	2150	4
42	2283	2
42	2320	5
42	2364	4
42	2373	3
42	2582	3
42	2816	4
42	2957	4
42	3056	4
42	3133	3
42	3529	4
42	3613	4
42	3665	4
42	3832	5
42	3890	3
42	3946	5
42	3989	3
42	3997	4
42	4314	4
42	4403	3
42	4455	4
42	4508	4
42	4689	5
42	4827	4
42	4941	4
42	5324	4
42	5337	4
